test_date,county,new_positives,total_number_of_tests_performed
2023-08-19,Onondaga,21,208
2023-08-19,Ontario,2,24
2023-08-19,Orange,25,238
2023-08-19,Orleans,0,6
2023-08-19,Oswego,11,63
2023-08-19,Otsego,1,2
2023-08-19,Putnam,7,46
2023-08-19,Queens,166,1512
2023-08-19,Rensselaer,3,22
2023-08-19,Richmond,25,200
2023-08-19,Rockland,5,133
2023-08-19,STATEWIDE,998,8006
2023-08-19,Saratoga,10,69
2023-08-19,Schenectady,1,17
2023-08-19,Schoharie,3,6
2023-08-19,Schuyler,2,6
2023-08-19,Seneca,2,21
2023-08-19,Southern Tier,42,120
2023-08-19,St. Lawrence,4,53
2023-08-19,Steuben,9,23
2023-08-19,Suffolk,84,569
2023-08-19,Sullivan,3,38
2023-08-19,Tioga,2,6
2023-08-19,Tompkins,4,13
2023-08-19,Ulster,7,67
2023-08-19,Warren,6,27
2023-08-19,Washington,3,8
2023-08-19,Wayne,1,26
2023-08-19,Westchester,60,476
2023-08-19,Western New York,39,105
2023-08-19,Wyoming,0,5
2023-08-19,Yates,1,2
2023-08-18,Albany,14,99
2023-08-18,Allegany,1,2
2023-08-18,Bronx,116,854
2023-08-18,Broome,10,23
2023-08-18,Capital Region,35,320
2023-08-18,Cattaraugus,0,6
2023-08-18,Cayuga,2,16
2023-08-18,Central New York,27,363
2023-08-18,Chautauqua,2,12
2023-08-18,Chemung,9,46
2023-08-18,Chenango,6,57
2023-08-18,Clinton,3,31
2023-08-18,Columbia,1,14
2023-08-18,Cortland,3,8
2023-08-18,Delaware,9,22
2023-08-18,Dutchess,26,91
2023-08-18,Erie,32,107
2023-08-18,Essex,1,19
2023-08-18,Finger Lakes,35,299
2023-08-18,Franklin,2,24
2023-08-18,Fulton,7,19
2023-08-18,Genesee,1,12
2023-08-18,Greene,3,7
2023-08-18,Hamilton,0,2
2023-08-18,Herkimer,5,8
2023-08-18,Jefferson,6,63
2023-08-18,Kings,144,1242
2023-08-18,Lewis,0,13
2023-08-18,Livingston,0,2
2023-08-18,Long Island,184,1340
2023-08-18,Madison,1,20
2023-08-18,Mid-Hudson,189,1226
2023-08-18,Mohawk Valley,35,137
2023-08-18,Monroe,24,194
2023-08-18,Montgomery,0,6
2023-08-18,Nassau,105,762
2023-08-18,New York,119,813
2023-08-18,New York City,557,4080
2023-08-18,Niagara,5,9
2023-08-18,North Country,17,206
2023-08-18,Oneida,20,95
2023-08-18,Onondaga,14,248
2023-08-18,Ontario,2,21
2023-08-18,Orange,25,228
2023-08-18,Orleans,0,7
2023-08-18,Oswego,7,71
2023-08-18,Otsego,2,7
2023-08-18,Putnam,14,55
2023-08-18,Queens,144,969
2023-08-18,Rensselaer,6,50
2023-08-18,Richmond,34,202
2023-08-18,Rockland,18,168
2023-08-18,STATEWIDE,1171,8304
2023-08-18,Saratoga,5,70
2023-08-18,Schenectady,3,21
2023-08-18,Schoharie,1,2
2023-08-18,Schuyler,3,4
2023-08-18,Seneca,0,10
2023-08-18,Southern Tier,52,197
2023-08-18,St. Lawrence,5,54
2023-08-18,Steuben,11,29
2023-08-18,Suffolk,79,578
2023-08-18,Sullivan,4,32
2023-08-18,Tioga,2,4
2023-08-18,Tompkins,2,12
2023-08-18,Ulster,13,45
2023-08-18,Warren,1,26
2023-08-18,Washington,2,33
2023-08-18,Wayne,3,38
2023-08-18,Westchester,89,607
2023-08-18,Western New York,40,136
2023-08-18,Wyoming,2,9
2023-08-18,Yates,3,6
2023-08-17,Albany,11,85
2023-08-17,Allegany,0,2
2023-08-17,Bronx,93,865
2023-08-17,Broome,13,27
2023-08-17,Capital Region,43,296
2023-08-17,Cattaraugus,0,2
2023-08-17,Cayuga,6,32
2023-08-17,Central New York,54,487
2023-08-17,Chautauqua,4,19
2023-08-17,Chemung,3,34
2023-08-17,Chenango,6,42
2023-08-17,Clinton,4,33
2023-08-17,Columbia,0,6
2023-08-17,Cortland,3,12
2023-08-17,Delaware,4,7
2023-08-17,Dutchess,24,102
2023-08-17,Erie,35,87
2023-08-17,Essex,2,21
2023-08-17,Finger Lakes,51,379
2023-08-17,Franklin,2,27
2023-08-17,Fulton,2,18
2023-08-17,Genesee,1,9
2023-08-17,Greene,4,10
2023-08-17,Hamilton,0,0
2023-08-17,Herkimer,0,11
2023-08-17,Jefferson,8,68
2023-08-17,Kings,159,1337
2023-08-17,Lewis,1,11
2023-08-17,Livingston,2,4
2023-08-17,Long Island,228,1526
2023-08-17,Madison,4,40
2023-08-17,Mid-Hudson,177,1278
2023-08-17,Mohawk Valley,23,147
2023-08-17,Monroe,32,254
2023-08-17,Montgomery,6,17
2023-08-17,Nassau,135,926
2023-08-17,New York,100,847
2023-08-17,New York City,573,4411
2023-08-17,Niagara,12,24
2023-08-17,North Country,20,222
2023-08-17,Oneida,12,92
2023-08-17,Onondaga,32,304
2023-08-17,Ontario,2,22
2023-08-17,Orange,44,286
2023-08-17,Orleans,0,1
2023-08-17,Oswego,9,99
2023-08-17,Otsego,2,5
2023-08-17,Putnam,11,57
2023-08-17,Queens,188,1130
2023-08-17,Rensselaer,5,37
2023-08-17,Richmond,33,232
2023-08-17,Rockland,21,160
2023-08-17,STATEWIDE,1266,9035
2023-08-17,Saratoga,16,89
2023-08-17,Schenectady,1,26
2023-08-17,Schoharie,1,4
2023-08-17,Schuyler,2,4
2023-08-17,Seneca,5,26
2023-08-17,Southern Tier,46,155
2023-08-17,St. Lawrence,3,62
2023-08-17,Steuben,6,18
2023-08-17,Suffolk,93,600
2023-08-17,Sullivan,4,36
2023-08-17,Tioga,5,10
2023-08-17,Tompkins,7,13
2023-08-17,Ulster,4,55
2023-08-17,Warren,3,26
2023-08-17,Washington,3,17
2023-08-17,Wayne,5,48
2023-08-17,Westchester,69,582
2023-08-17,Western New York,51,134
2023-08-17,Wyoming,4,9
2023-08-17,Yates,0,6
2023-08-16,Albany,18,81
2023-08-16,Allegany,1,2
2023-08-16,Bronx,130,971
2023-08-16,Broome,9,27
2023-08-16,Capital Region,46,262
2023-08-16,Cattaraugus,2,9
2023-08-16,Cayuga,4,14
2023-08-16,Central New York,37,242
2023-08-16,Chautauqua,11,30
2023-08-16,Chemung,6,50
2023-08-16,Chenango,4,27
2023-08-16,Clinton,4,39
2023-08-16,Columbia,1,11
2023-08-16,Cortland,1,12
2023-08-16,Delaware,1,2
2023-08-16,Dutchess,22,95
2023-08-16,Erie,25,84
2023-08-16,Essex,1,20
2023-08-16,Finger Lakes,51,258
2023-08-16,Franklin,1,18
2023-08-16,Fulton,2,13
2023-08-16,Genesee,2,11
2023-08-16,Greene,1,8
2023-08-16,Hamilton,0,0
2023-08-16,Herkimer,3,8
2023-08-16,Jefferson,7,71
2023-08-16,Kings,161,1384
2023-08-16,Lewis,0,10
2023-08-16,Livingston,2,7
2023-08-16,Long Island,222,1532
2023-08-16,Madison,1,10
2023-08-16,Mid-Hudson,199,1428
2023-08-16,Mohawk Valley,11,89
2023-08-16,Monroe,29,157
2023-08-16,Montgomery,0,5
2023-08-16,Nassau,96,750
2023-08-16,New York,136,869
2023-08-16,New York City,673,5145
2023-08-16,Niagara,5,16
2023-08-16,North Country,20,207
2023-08-16,Oneida,5,56
2023-08-16,Onondaga,25,160
2023-08-16,Ontario,9,22
2023-08-16,Orange,33,271
2023-08-16,Orleans,3,9
2023-08-16,Oswego,6,46
2023-08-16,Otsego,1,5
2023-08-16,Putnam,9,56
2023-08-16,Queens,194,1229
2023-08-16,Rensselaer,5,40
2023-08-16,Richmond,52,692
2023-08-16,Rockland,19,144
2023-08-16,STATEWIDE,1328,9455
2023-08-16,Saratoga,6,54
2023-08-16,Schenectady,12,34
2023-08-16,Schoharie,0,2
2023-08-16,Schuyler,0,1
2023-08-16,Seneca,2,14
2023-08-16,Southern Tier,25,151
2023-08-16,St. Lawrence,7,49
2023-08-16,Steuben,2,28
2023-08-16,Suffolk,126,782
2023-08-16,Sullivan,14,62
2023-08-16,Tioga,1,4
2023-08-16,Tompkins,2,12
2023-08-16,Ulster,10,54
2023-08-16,Warren,1,17
2023-08-16,Washington,2,17
2023-08-16,Wayne,4,30
2023-08-16,Westchester,92,746
2023-08-16,Western New York,44,141
2023-08-16,Wyoming,0,6
2023-08-16,Yates,0,2
2023-08-15,Albany,9,85
2023-08-15,Allegany,1,1
2023-08-15,Bronx,103,894
2023-08-15,Broome,10,35
2023-08-15,Capital Region,39,330
2023-08-15,Cattaraugus,1,6
2023-08-15,Cayuga,1,13
2023-08-15,Central New York,24,283
2023-08-15,Chautauqua,3,13
2023-08-15,Chemung,0,21
2023-08-15,Chenango,1,4
2023-08-15,Clinton,5,32
2023-08-15,Columbia,3,6
2023-08-15,Cortland,0,10
2023-08-15,Delaware,4,10
2023-08-15,Dutchess,17,75
2023-08-15,Erie,30,86
2023-08-15,Essex,0,12
2023-08-15,Finger Lakes,27,273
2023-08-15,Franklin,1,19
2023-08-15,Fulton,4,12
2023-08-15,Genesee,0,6
2023-08-15,Greene,1,4
2023-08-15,Hamilton,0,2
2023-08-15,Herkimer,1,15
2023-08-15,Jefferson,9,88
2023-08-15,Kings,148,1348
2023-08-15,Lewis,1,21
2023-08-15,Livingston,3,6
2023-08-15,Long Island,157,1328
2023-08-15,Madison,1,13
2023-08-15,Mid-Hudson,171,1264
2023-08-15,Mohawk Valley,17,156
2023-08-15,Monroe,20,187
2023-08-15,Montgomery,2,9
2023-08-15,Nassau,75,761
2023-08-15,New York,115,805
2023-08-15,New York City,558,4326
2023-08-15,Niagara,2,14
2023-08-15,North Country,23,225
2023-08-15,Oneida,9,113
2023-08-15,Onondaga,20,178
2023-08-15,Ontario,2,26
2023-08-15,Orange,27,240
2023-08-15,Orleans,1,9
2023-08-15,Oswego,2,69
2023-08-15,Otsego,1,4
2023-08-15,Putnam,5,44
2023-08-15,Queens,165,1111
2023-08-15,Rensselaer,5,35
2023-08-15,Richmond,27,168
2023-08-15,Rockland,16,138
2023-08-15,STATEWIDE,1078,8427
2023-08-15,Saratoga,10,87
2023-08-15,Schenectady,4,23
2023-08-15,Schoharie,0,3
2023-08-15,Schuyler,0,1
2023-08-15,Seneca,0,13
2023-08-15,Southern Tier,25,122
2023-08-15,St. Lawrence,7,51
2023-08-15,Steuben,2,30
2023-08-15,Suffolk,82,567
2023-08-15,Sullivan,3,29
2023-08-15,Tioga,3,6
2023-08-15,Tompkins,5,15
2023-08-15,Ulster,17,69
2023-08-15,Warren,2,14
2023-08-15,Washington,5,76
2023-08-15,Wayne,0,20
2023-08-15,Westchester,86,669
2023-08-15,Western New York,37,120
2023-08-15,Wyoming,1,3
2023-08-15,Yates,0,3
2023-08-14,Albany,9,78
2023-08-14,Allegany,1,3
2023-08-14,Bronx,74,672
2023-08-14,Broome,18,33
2023-08-14,Capital Region,39,258
2023-08-14,Cattaraugus,0,2
2023-08-14,Cayuga,1,10
2023-08-14,Central New York,14,231
2023-08-14,Chautauqua,2,9
2023-08-14,Chemung,7,19
2023-08-14,Chenango,4,44
2023-08-14,Clinton,2,14
2023-08-14,Columbia,1,7
2023-08-14,Cortland,2,15
2023-08-14,Delaware,5,10
2023-08-14,Dutchess,8,39
2023-08-14,Erie,16,44
2023-08-14,Essex,1,7
2023-08-14,Finger Lakes,29,159
2023-08-14,Franklin,0,12
2023-08-14,Fulton,1,11
2023-08-14,Genesee,0,8
2023-08-14,Greene,7,11
2023-08-14,Hamilton,1,2
2023-08-14,Herkimer,1,10
2023-08-14,Jefferson,12,58
2023-08-14,Kings,93,820
2023-08-14,Lewis,0,9
2023-08-14,Livingston,0,1
2023-08-14,Long Island,144,1027
2023-08-14,Madison,1,11
2023-08-14,Mid-Hudson,130,825
2023-08-14,Mohawk Valley,11,100
2023-08-14,Monroe,19,96
2023-08-14,Montgomery,1,6
2023-08-14,Nassau,80,595
2023-08-14,New York,71,673
2023-08-14,New York City,403,3048
2023-08-14,Niagara,3,14
2023-08-14,North Country,22,143
2023-08-14,Oneida,5,68
2023-08-14,Onondaga,7,139
2023-08-14,Ontario,7,18
2023-08-14,Orange,17,119
2023-08-14,Orleans,1,6
2023-08-14,Oswego,3,56
2023-08-14,Otsego,2,3
2023-08-14,Putnam,6,26
2023-08-14,Queens,141,745
2023-08-14,Rensselaer,4,33
2023-08-14,Richmond,24,138
2023-08-14,Rockland,9,119
2023-08-14,STATEWIDE,858,5992
2023-08-14,Saratoga,8,84
2023-08-14,Schenectady,6,24
2023-08-14,Schoharie,1,2
2023-08-14,Schuyler,0,0
2023-08-14,Seneca,0,10
2023-08-14,Southern Tier,44,129
2023-08-14,St. Lawrence,6,41
2023-08-14,Steuben,1,3
2023-08-14,Suffolk,64,432
2023-08-14,Sullivan,4,14
2023-08-14,Tioga,5,6
2023-08-14,Tompkins,4,14
2023-08-14,Ulster,8,36
2023-08-14,Warren,3,11
2023-08-14,Washington,1,10
2023-08-14,Wayne,1,18
2023-08-14,Westchester,78,472
2023-08-14,Western New York,22,72
2023-08-14,Wyoming,1,2
2023-08-14,Yates,0,0
2023-08-13,Albany,5,45
2023-08-13,Allegany,0,1
2023-08-13,Bronx,66,592
2023-08-13,Broome,7,10
2023-08-13,Capital Region,15,166
2023-08-13,Cattaraugus,3,9
2023-08-13,Cayuga,0,2
2023-08-13,Central New York,18,141
2023-08-13,Chautauqua,5,18
2023-08-13,Chemung,2,22
2023-08-13,Chenango,2,4
2023-08-13,Clinton,2,15
2023-08-13,Columbia,2,4
2023-08-13,Cortland,3,8
2023-08-13,Delaware,1,3
2023-08-13,Dutchess,8,55
2023-08-13,Erie,5,37
2023-08-13,Essex,0,16
2023-08-13,Finger Lakes,35,177
2023-08-13,Franklin,0,8
2023-08-13,Fulton,1,14
2023-08-13,Genesee,2,9
2023-08-13,Greene,0,6
2023-08-13,Hamilton,0,0
2023-08-13,Herkimer,1,3
2023-08-13,Jefferson,2,41
2023-08-13,Kings,110,893
2023-08-13,Lewis,0,4
2023-08-13,Livingston,1,9
2023-08-13,Long Island,125,964
2023-08-13,Madison,1,4
2023-08-13,Mid-Hudson,100,706
2023-08-13,Mohawk Valley,8,73
2023-08-13,Monroe,24,109
2023-08-13,Montgomery,0,2
2023-08-13,Nassau,66,580
2023-08-13,New York,87,493
2023-08-13,New York City,405,2842
2023-08-13,Niagara,3,8
2023-08-13,North Country,5,126
2023-08-13,Oneida,4,44
2023-08-13,Onondaga,12,93
2023-08-13,Ontario,2,10
2023-08-13,Orange,24,172
2023-08-13,Orleans,0,6
2023-08-13,Oswego,2,34
2023-08-13,Otsego,2,8
2023-08-13,Putnam,4,30
2023-08-13,Queens,127,744
2023-08-13,Rensselaer,3,34
2023-08-13,Richmond,15,120
2023-08-13,Rockland,16,80
2023-08-13,STATEWIDE,750,5331
2023-08-13,Saratoga,3,46
2023-08-13,Schenectady,2,12
2023-08-13,Schoharie,0,2
2023-08-13,Schuyler,0,0
2023-08-13,Seneca,2,16
2023-08-13,Southern Tier,23,63
2023-08-13,St. Lawrence,1,42
2023-08-13,Steuben,6,16
2023-08-13,Suffolk,59,384
2023-08-13,Sullivan,3,18
2023-08-13,Tioga,1,2
2023-08-13,Tompkins,4,6
2023-08-13,Ulster,5,29
2023-08-13,Warren,0,14
2023-08-13,Washington,0,5
2023-08-13,Wayne,3,13
2023-08-13,Westchester,40,322
2023-08-13,Western New York,16,73
2023-08-13,Wyoming,0,2
2023-08-13,Yates,1,3
2023-08-12,Albany,11,72
2023-08-12,Allegany,1,2
2023-08-12,Bronx,74,698
2023-08-12,Broome,0,6
2023-08-12,Capital Region,39,225
2023-08-12,Cattaraugus,1,5
2023-08-12,Cayuga,1,5
2023-08-12,Central New York,23,216
2023-08-12,Chautauqua,1,8
2023-08-12,Chemung,5,43
2023-08-12,Chenango,3,11
2023-08-12,Clinton,2,34
2023-08-12,Columbia,2,10
2023-08-12,Cortland,2,4
2023-08-12,Delaware,3,4
2023-08-12,Dutchess,14,66
2023-08-12,Erie,17,65
2023-08-12,Essex,2,15
2023-08-12,Finger Lakes,43,290
2023-08-12,Franklin,1,8
2023-08-12,Fulton,2,8
2023-08-12,Genesee,0,9
2023-08-12,Greene,7,13
2023-08-12,Hamilton,0,0
2023-08-12,Herkimer,0,1
2023-08-12,Jefferson,4,53
2023-08-12,Kings,118,1104
2023-08-12,Lewis,0,8
2023-08-12,Livingston,1,4
2023-08-12,Long Island,165,1170
2023-08-12,Madison,0,9
2023-08-12,Mid-Hudson,127,923
2023-08-12,Mohawk Valley,11,68
2023-08-12,Monroe,33,214
2023-08-12,Montgomery,2,7
2023-08-12,Nassau,97,687
2023-08-12,New York,107,729
2023-08-12,New York City,481,3739
2023-08-12,Niagara,2,12
2023-08-12,North Country,9,155
2023-08-12,Oneida,5,47
2023-08-12,Onondaga,14,146
2023-08-12,Ontario,4,22
2023-08-12,Orange,25,187
2023-08-12,Orleans,0,2
2023-08-12,Oswego,6,52
2023-08-12,Otsego,1,4
2023-08-12,Putnam,4,38
2023-08-12,Queens,162,1087
2023-08-12,Rensselaer,3,29
2023-08-12,Richmond,20,121
2023-08-12,Rockland,11,132
2023-08-12,STATEWIDE,937,6991
2023-08-12,Saratoga,9,61
2023-08-12,Schenectady,3,16
2023-08-12,Schoharie,1,1
2023-08-12,Schuyler,0,2
2023-08-12,Seneca,0,4
2023-08-12,Southern Tier,17,113
2023-08-12,St. Lawrence,0,37
2023-08-12,Steuben,3,38
2023-08-12,Suffolk,68,483
2023-08-12,Sullivan,2,28
2023-08-12,Tioga,1,3
2023-08-12,Tompkins,2,6
2023-08-12,Ulster,7,27
2023-08-12,Warren,3,16
2023-08-12,Washington,1,8
2023-08-12,Wayne,5,34
2023-08-12,Westchester,64,445
2023-08-12,Western New York,22,92
2023-08-12,Wyoming,0,0
2023-08-12,Yates,0,1
2023-08-11,Albany,15,95
2023-08-11,Allegany,0,1
2023-08-11,Bronx,97,864
2023-08-11,Broome,5,18
2023-08-11,Capital Region,50,282
2023-08-11,Cattaraugus,2,6
2023-08-11,Cayuga,3,12
2023-08-11,Central New York,23,409
2023-08-11,Chautauqua,2,14
2023-08-11,Chemung,3,52
2023-08-11,Chenango,0,40
2023-08-11,Clinton,3,34
2023-08-11,Columbia,3,10
2023-08-11,Cortland,1,8
2023-08-11,Delaware,4,5
2023-08-11,Dutchess,14,96
2023-08-11,Erie,25,81
2023-08-11,Essex,3,12
2023-08-11,Finger Lakes,32,211
2023-08-11,Franklin,4,15
2023-08-11,Fulton,2,13
2023-08-11,Genesee,0,13
2023-08-11,Greene,0,3
2023-08-11,Hamilton,0,2
2023-08-11,Herkimer,1,24
2023-08-11,Jefferson,1,54
2023-08-11,Kings,120,1248
2023-08-11,Lewis,1,16
2023-08-11,Livingston,3,5
2023-08-11,Long Island,199,1329
2023-08-11,Madison,1,18
2023-08-11,Mid-Hudson,163,1155
2023-08-11,Mohawk Valley,13,133
2023-08-11,Monroe,17,132
2023-08-11,Montgomery,0,2
2023-08-11,Nassau,107,731
2023-08-11,New York,131,856
2023-08-11,New York City,535,4287
2023-08-11,Niagara,4,20
2023-08-11,North Country,17,178
2023-08-11,Oneida,4,84
2023-08-11,Onondaga,13,317
2023-08-11,Ontario,4,16
2023-08-11,Orange,29,261
2023-08-11,Orleans,1,8
2023-08-11,Oswego,5,54
2023-08-11,Otsego,4,7
2023-08-11,Putnam,6,51
2023-08-11,Queens,169,1183
2023-08-11,Rensselaer,3,32
2023-08-11,Richmond,18,136
2023-08-11,Rockland,21,146
2023-08-11,STATEWIDE,1085,8261
2023-08-11,Saratoga,12,67
2023-08-11,Schenectady,5,30
2023-08-11,Schoharie,2,3
2023-08-11,Schuyler,1,2
2023-08-11,Seneca,1,10
2023-08-11,Southern Tier,20,155
2023-08-11,St. Lawrence,5,45
2023-08-11,Steuben,5,19
2023-08-11,Suffolk,92,598
2023-08-11,Sullivan,5,32
2023-08-11,Tioga,0,4
2023-08-11,Tompkins,2,15
2023-08-11,Ulster,10,66
2023-08-11,Warren,3,20
2023-08-11,Washington,9,25
2023-08-11,Wayne,6,25
2023-08-11,Westchester,78,503
2023-08-11,Western New York,33,122
2023-08-11,Wyoming,0,1
2023-08-11,Yates,0,1
2023-08-10,Albany,12,80
2023-08-10,Allegany,0,2
2023-08-10,Bronx,113,878
2023-08-10,Broome,6,15
2023-08-10,Capital Region,41,275
2023-08-10,Cattaraugus,1,4
2023-08-10,Cayuga,1,10
2023-08-10,Central New York,28,256
2023-08-10,Chautauqua,1,11
2023-08-10,Chemung,8,37
2023-08-10,Chenango,1,5
2023-08-10,Clinton,2,24
2023-08-10,Columbia,2,7
2023-08-10,Cortland,0,7
2023-08-10,Delaware,4,9
2023-08-10,Dutchess,11,72
2023-08-10,Erie,26,82
2023-08-10,Essex,3,15
2023-08-10,Finger Lakes,51,334
2023-08-10,Franklin,2,17
2023-08-10,Fulton,1,14
2023-08-10,Genesee,1,14
2023-08-10,Greene,0,10
2023-08-10,Hamilton,0,1
2023-08-10,Herkimer,2,7
2023-08-10,Jefferson,6,72
2023-08-10,Kings,149,1192
2023-08-10,Lewis,1,12
2023-08-10,Livingston,4,6
2023-08-10,Long Island,213,1355
2023-08-10,Madison,1,17
2023-08-10,Mid-Hudson,133,1209
2023-08-10,Mohawk Valley,11,100
2023-08-10,Monroe,35,226
2023-08-10,Montgomery,2,8
2023-08-10,Nassau,115,776
2023-08-10,New York,126,884
2023-08-10,New York City,567,4074
2023-08-10,Niagara,5,22
2023-08-10,North Country,16,188
2023-08-10,Oneida,4,59
2023-08-10,Onondaga,19,152
2023-08-10,Ontario,5,27
2023-08-10,Orange,19,267
2023-08-10,Orleans,0,8
2023-08-10,Oswego,7,70
2023-08-10,Otsego,1,8
2023-08-10,Putnam,6,40
2023-08-10,Queens,157,976
2023-08-10,Rensselaer,9,51
2023-08-10,Richmond,22,144
2023-08-10,Rockland,7,143
2023-08-10,STATEWIDE,1126,8020
2023-08-10,Saratoga,9,72
2023-08-10,Schenectady,6,34
2023-08-10,Schoharie,1,4
2023-08-10,Schuyler,0,5
2023-08-10,Seneca,1,17
2023-08-10,Southern Tier,33,108
2023-08-10,St. Lawrence,2,47
2023-08-10,Steuben,5,11
2023-08-10,Suffolk,98,579
2023-08-10,Sullivan,6,30
2023-08-10,Tioga,4,10
2023-08-10,Tompkins,5,16
2023-08-10,Ulster,8,67
2023-08-10,Warren,1,13
2023-08-10,Washington,2,8
2023-08-10,Wayne,5,31
2023-08-10,Westchester,76,590
2023-08-10,Western New York,33,121
2023-08-10,Wyoming,0,3
2023-08-10,Yates,0,2
2023-08-09,Albany,7,87
2023-08-09,Allegany,0,0
2023-08-09,Bronx,110,910
2023-08-09,Broome,4,13
2023-08-09,Capital Region,42,294
2023-08-09,Cattaraugus,1,7
2023-08-09,Cayuga,2,13
2023-08-09,Central New York,17,264
2023-08-09,Chautauqua,2,14
2023-08-09,Chemung,8,54
2023-08-09,Chenango,2,44
2023-08-09,Clinton,1,23
2023-08-09,Columbia,3,6
2023-08-09,Cortland,0,8
2023-08-09,Delaware,4,7
2023-08-09,Dutchess,21,72
2023-08-09,Erie,20,76
2023-08-09,Essex,1,21
2023-08-09,Finger Lakes,41,249
2023-08-09,Franklin,0,21
2023-08-09,Fulton,5,11
2023-08-09,Genesee,4,18
2023-08-09,Greene,2,25
2023-08-09,Hamilton,0,3
2023-08-09,Herkimer,1,12
2023-08-09,Jefferson,2,52
2023-08-09,Kings,143,1155
2023-08-09,Lewis,1,12
2023-08-09,Livingston,1,4
2023-08-09,Long Island,193,1308
2023-08-09,Madison,0,12
2023-08-09,Mid-Hudson,127,1074
2023-08-09,Mohawk Valley,12,90
2023-08-09,Monroe,24,162
2023-08-09,Montgomery,0,3
2023-08-09,Nassau,123,798
2023-08-09,New York,108,736
2023-08-09,New York City,543,3918
2023-08-09,Niagara,6,14
2023-08-09,North Country,8,175
2023-08-09,Oneida,3,55
2023-08-09,Onondaga,10,172
2023-08-09,Ontario,6,16
2023-08-09,Orange,15,169
2023-08-09,Orleans,2,12
2023-08-09,Oswego,5,59
2023-08-09,Otsego,2,6
2023-08-09,Putnam,3,38
2023-08-09,Queens,156,966
2023-08-09,Rensselaer,6,36
2023-08-09,Richmond,26,151
2023-08-09,Rockland,19,144
2023-08-09,STATEWIDE,1037,7637
2023-08-09,Saratoga,10,73
2023-08-09,Schenectady,8,36
2023-08-09,Schoharie,1,3
2023-08-09,Schuyler,0,1
2023-08-09,Seneca,0,9
2023-08-09,Southern Tier,25,154
2023-08-09,St. Lawrence,3,43
2023-08-09,Steuben,2,17
2023-08-09,Suffolk,70,510
2023-08-09,Sullivan,5,39
2023-08-09,Tioga,1,4
2023-08-09,Tompkins,4,14
2023-08-09,Ulster,5,59
2023-08-09,Warren,6,20
2023-08-09,Washington,0,11
2023-08-09,Wayne,3,26
2023-08-09,Westchester,59,553
2023-08-09,Western New York,29,111
2023-08-09,Wyoming,0,0
2023-08-09,Yates,1,2
2023-08-08,Albany,12,86
2023-08-08,Allegany,1,1
2023-08-08,Bronx,84,924
2023-08-08,Broome,5,19
2023-08-08,Capital Region,35,267
2023-08-08,Cattaraugus,0,5
2023-08-08,Cayuga,3,15
2023-08-08,Central New York,27,359
2023-08-08,Chautauqua,4,12
2023-08-08,Chemung,10,74
2023-08-08,Chenango,4,12
2023-08-08,Clinton,2,26
2023-08-08,Columbia,2,8
2023-08-08,Cortland,1,10
2023-08-08,Delaware,2,3
2023-08-08,Dutchess,14,96
2023-08-08,Erie,20,94
2023-08-08,Essex,0,10
2023-08-08,Finger Lakes,34,267
2023-08-08,Franklin,2,17
2023-08-08,Fulton,3,34
2023-08-08,Genesee,1,18
2023-08-08,Greene,0,4
2023-08-08,Hamilton,0,1
2023-08-08,Herkimer,2,15
2023-08-08,Jefferson,3,61
2023-08-08,Kings,134,1191
2023-08-08,Lewis,0,9
2023-08-08,Livingston,4,5
2023-08-08,Long Island,177,1385
2023-08-08,Madison,0,18
2023-08-08,Mid-Hudson,131,1182
2023-08-08,Mohawk Valley,20,165
2023-08-08,Monroe,22,168
2023-08-08,Montgomery,6,19
2023-08-08,Nassau,90,747
2023-08-08,New York,105,702
2023-08-08,New York City,491,4147
2023-08-08,Niagara,1,15
2023-08-08,North Country,13,186
2023-08-08,Oneida,5,87
2023-08-08,Onondaga,14,253
2023-08-08,Ontario,4,23
2023-08-08,Orange,29,229
2023-08-08,Orleans,0,3
2023-08-08,Oswego,9,63
2023-08-08,Otsego,2,5
2023-08-08,Putnam,12,57
2023-08-08,Queens,150,1138
2023-08-08,Rensselaer,4,38
2023-08-08,Richmond,18,192
2023-08-08,Rockland,10,135
2023-08-08,STATEWIDE,993,8247
2023-08-08,Saratoga,6,76
2023-08-08,Schenectady,5,22
2023-08-08,Schoharie,2,5
2023-08-08,Schuyler,1,8
2023-08-08,Seneca,0,13
2023-08-08,Southern Tier,39,162
2023-08-08,St. Lawrence,6,62
2023-08-08,Steuben,9,21
2023-08-08,Suffolk,87,638
2023-08-08,Sullivan,1,32
2023-08-08,Tioga,2,7
2023-08-08,Tompkins,6,18
2023-08-08,Ulster,8,55
2023-08-08,Warren,2,17
2023-08-08,Washington,4,16
2023-08-08,Wayne,2,33
2023-08-08,Westchester,57,578
2023-08-08,Western New York,26,127
2023-08-08,Wyoming,0,1
2023-08-08,Yates,1,3
2023-08-07,Albany,7,68
2023-08-07,Allegany,1,2
2023-08-07,Bronx,59,455
2023-08-07,Broome,1,3
2023-08-07,Capital Region,22,218
2023-08-07,Cattaraugus,2,3
2023-08-07,Cayuga,0,10
2023-08-07,Central New York,14,171
2023-08-07,Chautauqua,2,11
2023-08-07,Chemung,2,8
2023-08-07,Chenango,0,3
2023-08-07,Clinton,0,13
2023-08-07,Columbia,2,7
2023-08-07,Cortland,0,6
2023-08-07,Delaware,5,7
